Community_ID,House_ID,%_farming_households,Energy_role,Biomass_category,Biomass_subtype,Conversion_tech,Biomass_energy_type,Biomass_qty_tpd,Calorific_value_MJkg,Moisture_content_%,Energy_generated_kWh,Total_demand_kWh,Conversion_efficiency_%,Conversion_losses_%,Storage_capacity_kWh,Current_storage_kWh,Distribution_losses_%,Residential_demand_kWh,Agri_industrial_demand_kWh,Peak_load_kWh,Avg_temp_C,Rainfall_mm,Humidity_%,Community_participation_%
Comm_5,House_44,57.7,Producer,Wood,Wood pellets,Fermentation,Electricity,1.94,15.13,11.5,568.54,107.05,63.11,7.51,105.16,129.8,5.41,67.72,51.93,112.62,10.9,90.1,44.3,90.1
Comm_2,House_11,61.53,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,462.78,0.0,0.0,0.0,0.0,6.6,312.87,225.8,87.38,20.9,99.64,60.26,78.2
Comm_9,House_1,50.2,Prosumer,MSW,Mixed organic,Combustion,Electricity,2.65,18.09,18.71,265.26,417.0,71.16,3.13,56.76,73.53,2.1,254.68,16.8,60.62,14.8,135.9,37.1,63.5
Comm_9,House_2,42.3,Prosumer,MSW,Organic fraction,Digestion,Heat,2.65,10.24,9.3,215.97,389.5,60.46,14.71,78.23,73.53,9.69,19.32,5.23,87.4,24.8,99.64,57.6,95.3
Comm_10,House_38,38.87,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,481.5,0.0,0.0,0.0,0.0,1.94,130.2,72.54,62.5,24.2,167.0,54.7,70.51
Comm_10,House_42,63.45,Prosumer,MSW,Organic fraction,Transesterification,Electricity,4.91,15.22,22.85,80.29,165.46,72.75,14.6,36.73,110.5,8.41,102.7,63.22,78.15,25.6,159.1,60.26,71.28
Comm_10,House_32,58.6,Prosumer,Wood,Firewood,Transesterification,Syngas,1.42,17.88,22.71,215.97,337.53,50.25,14.28,149.87,47.13,1.57,15.4,90.53,78.15,10.9,124.2,60.26,83.55
Comm_7,House_27,76.9,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,460.27,0.0,0.0,0.0,0.0,7.9,361.57,154.16,100.02,24.2,56.5,60.26,47.29
Comm_9,House_34,65.49,Prosumer,Energy crops,Switchgrass,Transesterification,Heat,3.75,16.31,17.08,129.79,276.8,70.7,2.7,105.16,6.77,9.18,130.2,127.81,78.15,24.8,178.8,40.6,73.6
Comm_1,House_27,76.93,Producer,Wood,Wood pellets,Transesterification,Biodiesel,2.67,13.6,18.9,215.97,56.81,72.75,13.37,100.09,35.4,5.41,16.54,63.22,149.01,38.6,91.8,60.26,69.32
Comm_1,House_14,50.2,Producer,Food waste,Market waste,Fermentation,Heat,1.45,18.48,22.71,515.11,121.73,89.57,6.09,38.1,37.2,6.3,18.8,17.9,64.8,27.7,80.2,39.9,79.6
Comm_2,House_30,36.59,Producer,Wood,Wood pellets,Digestion,Biogas,1.9,17.87,25.8,374.9,100.7,51.3,8.01,105.16,59.39,5.41,38.26,63.22,53.83,24.8,126.3,37.8,54.7
Comm_9,House_43,69.8,Producer,Energy crops,Jatropha,Transesterification,Syngas,4.3,17.16,23.4,215.97,239.33,53.46,9.99,199.7,126.3,9.3,117.7,63.22,105.12,24.8,44.1,51.0,96.9
Comm_7,House_4,28.71,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,463.72,0.0,0.0,0.0,0.0,9.43,376.08,105.12,78.15,26.7,159.3,87.7,70.51
Comm_4,House_10,63.9,Producer,Energy crops,Miscanthus,Fermentation,Bioethanol,1.32,17.36,9.8,404.3,251.08,93.38,3.03,164.51,95.26,5.41,117.82,63.0,99.85,23.0,40.6,60.26,70.51
Comm_5,House_20,50.2,Prosumer,Food waste,Kitchen scraps,Gasification,Pellets,3.54,15.6,22.71,292.2,367.61,55.3,10.3,105.16,29.83,2.1,130.2,5.41,48.4,24.8,108.3,77.7,81.82
Comm_6,House_29,63.09,Prosumer,Energy crops,Miscanthus,Digestion,Electricity,2.7,15.11,39.17,279.0,410.2,81.6,2.4,33.66,73.53,2.98,167.28,63.22,64.96,31.3,135.9,76.5,58.86
Comm_3,House_39,50.2,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,217.5,0.0,0.0,0.0,0.0,3.7,81.92,15.26,112.2,31.0,99.64,60.26,70.51
Comm_3,House_17,76.01,Producer,Wood,Wood pellets,Digestion,Bioethanol,2.48,19.2,22.71,482.89,236.81,87.97,8.01,105.16,73.53,4.9,40.75,99.6,138.41,36.0,99.64,62.5,61.96
Comm_2,House_25,50.2,Prosumer,Agriculture,Sugarcane bagasse,Pelletization,Electricity,3.2,17.64,31.93,215.97,466.8,72.75,2.9,191.79,21.37,5.41,302.68,112.73,74.0,33.9,96.9,61.1,77.39
Comm_9,House_32,38.99,Prosumer,Wood,Sawdust,Digestion,Syngas,2.65,16.19,11.21,283.35,451.85,56.72,8.91,14.47,55.79,7.0,130.2,87.85,78.15,24.8,99.64,60.26,87.45
Comm_10,House_14,28.02,Producer,Agriculture,Sugarcane bagasse,Transesterification,Syngas,0.7,15.11,33.3,215.97,165.9,93.86,10.42,128.6,3.6,5.41,130.2,51.54,11.44,32.6,61.9,40.2,58.0
Comm_6,House_43,27.92,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,235.71,0.0,0.0,0.0,0.0,3.14,121.75,106.3,140.7,11.6,56.7,60.26,60.24
Comm_9,House_12,52.19,Producer,Agriculture,Rice husk,Gasification,Pellets,1.8,16.22,22.71,482.14,224.06,72.75,4.01,105.16,63.66,9.19,165.77,109.36,60.66,12.5,99.64,61.6,66.25
Comm_8,House_18,33.11,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,426.2,0.0,0.0,0.0,0.0,3.97,135.61,124.7,78.15,34.6,168.0,87.6,71.52
Comm_2,House_10,50.2,Prosumer,MSW,Organic fraction,Pelletization,Electricity,0.91,18.91,22.93,292.1,445.9,52.0,7.99,105.16,70.1,4.84,376.69,63.22,78.15,24.8,178.5,40.4,71.29
Comm_10,House_4,61.9,Producer,Energy crops,Miscanthus,Fermentation,Biogas,2.09,14.14,22.71,215.97,134.91,81.0,9.19,142.8,108.58,6.76,130.2,43.96,148.8,36.1,8.0,52.3,70.51
Comm_6,House_50,31.42,Producer,Wood,Sawdust,Transesterification,Pellets,2.17,15.1,23.6,215.97,251.08,78.98,10.08,182.77,54.04,7.4,55.0,77.27,132.59,23.6,99.64,66.8,79.12
Comm_9,House_26,27.0,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,1.6,322.26,153.5,133.63,29.8,26.3,54.6,41.51
Comm_1,House_34,20.26,Producer,Energy crops,Switchgrass,Pelletization,Heat,0.34,10.44,37.22,555.0,251.08,83.6,8.01,43.84,146.8,6.6,121.85,63.22,96.5,35.7,85.0,36.7,51.29
Comm_10,House_19,46.45,Producer,Manure,Cow dung,Transesterification,Bioethanol,2.65,11.66,22.71,328.7,251.08,68.38,11.46,105.16,55.38,7.29,46.74,1.7,78.15,12.5,108.7,62.2,70.51
Comm_4,House_21,44.27,Producer,Food waste,Market waste,Combustion,Syngas,2.65,17.0,17.7,215.97,241.41,82.9,8.62,16.7,108.6,5.41,238.4,63.22,78.15,10.5,141.9,76.9,88.8
Comm_8,House_36,50.2,Producer,Food waste,Market waste,Combustion,Syngas,4.9,14.69,6.2,215.97,81.05,72.75,11.2,154.37,73.53,5.41,130.2,5.54,86.8,10.1,91.8,69.1,70.51
Comm_9,House_8,28.97,Producer,Agriculture,Wheat straw,Transesterification,Biogas,4.8,17.9,36.9,215.97,97.9,72.75,9.23,27.6,55.39,8.9,55.3,4.0,126.56,34.6,148.8,60.26,70.51
Comm_1,House_40,63.9,Prosumer,Food waste,Market waste,Fermentation,Bioethanol,2.65,16.8,33.71,92.96,274.7,92.9,3.43,39.04,71.9,5.41,130.2,105.3,78.15,24.8,185.2,55.6,57.2
Comm_1,House_26,75.06,Producer,Agriculture,Rice husk,Combustion,Biogas,2.65,15.11,26.6,501.7,241.3,68.5,2.66,105.16,143.86,5.41,63.35,63.22,62.3,30.5,104.9,60.26,46.6
Comm_8,House_29,69.01,Prosumer,Food waste,Kitchen scraps,Digestion,Biodiesel,3.75,14.19,8.8,215.97,395.94,79.6,11.91,72.4,59.22,1.16,106.21,152.82,13.71,24.8,28.5,60.26,70.51
Comm_9,House_20,58.37,Producer,Energy crops,Switchgrass,Digestion,Bioethanol,0.25,15.11,15.34,508.9,151.06,72.75,6.9,105.16,11.35,4.07,37.61,12.87,11.44,25.0,29.1,87.4,49.1
Comm_3,House_24,23.6,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,421.17,0.0,0.0,0.0,0.0,7.8,269.34,55.98,22.33,28.0,57.5,62.2,49.4
Comm_6,House_46,50.2,Producer,Food waste,Market waste,Combustion,Biogas,2.8,15.11,22.99,413.3,248.4,77.05,5.61,60.09,19.8,3.6,61.4,104.05,63.0,28.1,88.2,60.5,90.24
Comm_8,House_25,71.83,Prosumer,Agriculture,Sugarcane bagasse,Gasification,Bioethanol,2.65,14.2,31.06,275.01,415.87,72.75,9.67,161.1,27.3,5.41,21.58,63.39,31.77,39.1,65.6,57.3,62.77
Comm_3,House_28,50.2,Prosumer,Energy crops,Jatropha,Transesterification,Pellets,2.65,15.11,30.79,293.56,375.5,72.75,11.58,149.81,73.53,5.2,130.2,76.53,119.46,24.8,125.0,32.7,75.0
Comm_1,House_17,50.2,Prosumer,MSW,Organic fraction,Pelletization,Heat,2.3,15.11,35.0,215.97,148.09,80.57,13.9,105.16,136.99,4.12,120.29,70.63,78.15,30.2,48.8,41.9,95.66
Comm_10,House_24,32.67,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,242.66,0.0,0.0,0.0,0.0,5.41,115.92,60.34,78.15,13.2,99.64,31.9,88.5
Comm_6,House_10,27.3,Producer,Agriculture,Wheat straw,Fermentation,Syngas,0.4,15.11,25.53,424.28,80.49,77.87,2.3,105.16,96.85,9.95,25.0,19.69,133.98,27.8,75.6,75.5,66.84
Comm_1,House_26,50.2,Prosumer,Food waste,Kitchen scraps,Digestion,Pellets,3.93,18.85,22.71,279.43,404.63,80.7,8.01,139.68,49.28,5.51,385.9,121.1,49.8,11.5,92.2,77.5,65.28
Comm_3,House_2,77.4,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,156.71,0.0,0.0,0.0,0.0,3.49,36.69,63.16,60.4,14.9,54.1,58.1,61.5
Comm_1,House_20,25.19,Prosumer,Wood,Sawdust,Digestion,Biodiesel,2.65,19.4,22.71,186.7,243.87,51.68,9.56,144.02,86.03,5.41,130.2,28.9,50.5,25.3,175.0,60.26,57.4
Comm_8,House_29,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,340.07,0.0,0.0,0.0,0.0,1.91,306.5,19.66,78.15,38.1,107.5,60.26,70.51
Comm_5,House_18,22.52,Prosumer,MSW,Organic fraction,Pelletization,Biodiesel,2.54,11.4,37.7,251.03,338.78,67.35,5.75,29.09,6.73,4.0,198.52,77.29,46.96,37.0,80.8,49.4,70.51
Comm_6,House_5,73.13,Prosumer,Manure,Poultry litter,Fermentation,Biodiesel,3.02,16.04,10.82,280.8,442.89,62.6,7.33,91.7,137.63,8.16,303.5,94.01,32.08,25.8,99.64,32.8,69.0
Comm_7,House_32,78.87,Prosumer,Agriculture,Wheat straw,Pelletization,Biogas,0.65,12.06,22.71,51.99,229.8,63.99,6.47,26.1,73.53,7.5,130.2,88.2,105.37,24.8,120.7,89.7,53.51
Comm_8,House_50,50.2,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,416.61,0.0,0.0,0.0,0.0,9.74,130.2,31.64,28.19,14.0,99.64,72.9,70.51
Comm_5,House_41,23.12,Prosumer,Agriculture,Sugarcane bagasse,Transesterification,Heat,3.3,12.12,34.63,215.97,190.1,82.14,6.73,35.77,59.95,9.51,146.75,47.8,78.15,24.8,74.8,74.1,85.29
Comm_2,House_4,29.72,Prosumer,Agriculture,Maize stalks,Digestion,Heat,4.14,15.26,37.46,205.92,291.25,76.06,12.16,65.38,41.2,7.11,50.49,105.27,13.63,20.3,184.0,44.0,62.78
Comm_7,House_46,24.51,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,176.76,0.0,0.0,0.0,0.0,5.1,130.2,84.8,96.4,29.3,136.5,71.0,70.51
Comm_3,House_27,41.49,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,301.6,0.0,0.0,0.0,0.0,8.78,280.25,29.3,78.15,18.0,59.8,76.9,70.51
Comm_3,House_10,50.2,Prosumer,Energy crops,Jatropha,Transesterification,Bioethanol,4.61,18.9,7.54,216.69,345.6,62.7,4.7,113.08,73.53,2.69,293.61,63.22,90.97,26.8,43.4,44.1,86.21
Comm_3,House_21,36.47,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,153.7,0.0,0.0,0.0,0.0,3.04,114.2,31.45,126.1,17.8,103.0,46.8,66.6
Comm_5,House_10,74.28,Prosumer,Food waste,Market waste,Gasification,Heat,2.47,15.11,31.1,215.97,117.6,72.75,6.75,105.16,57.0,1.82,30.63,16.3,78.15,33.7,193.1,31.7,52.87
Comm_10,House_23,67.56,Producer,Agriculture,Sugarcane bagasse,Combustion,Electricity,4.87,13.85,9.22,566.1,215.6,51.63,6.4,148.9,99.6,5.41,137.18,8.42,132.17,10.8,160.0,51.3,65.02
Comm_9,House_13,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,9.3,130.2,72.32,78.15,37.8,197.4,44.5,56.1
Comm_2,House_21,34.38,Prosumer,Wood,Sawdust,Digestion,Syngas,2.65,15.6,22.71,215.97,200.55,72.75,8.01,105.16,73.53,5.41,130.2,63.22,67.9,15.3,7.4,65.7,65.2
Comm_10,House_40,50.2,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,408.19,0.0,0.0,0.0,0.0,5.41,130.2,142.27,127.67,24.8,99.64,35.1,84.94
Comm_2,House_18,28.45,Prosumer,Agriculture,Sugarcane bagasse,Fermentation,Biodiesel,2.09,19.15,38.4,285.1,466.49,93.4,4.66,105.16,36.43,3.09,275.39,35.37,95.32,21.9,17.5,61.2,70.51
Comm_10,House_40,50.2,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,249.6,0.0,0.0,0.0,0.0,2.86,76.34,63.22,78.15,37.1,41.0,70.2,88.73
Comm_1,House_48,52.9,Prosumer,Energy crops,Jatropha,Fermentation,Pellets,1.17,19.92,27.38,115.69,251.08,72.75,1.64,151.63,99.33,8.53,266.83,12.91,132.97,33.6,120.7,65.1,86.48
Comm_1,House_17,34.46,Prosumer,Food waste,Market waste,Transesterification,Bioethanol,4.5,17.6,33.11,90.39,247.31,56.1,14.68,105.16,144.05,5.99,102.03,6.52,78.15,28.4,135.5,37.9,80.35
Comm_10,House_31,32.55,Prosumer,Agriculture,Rice husk,Transesterification,Syngas,5.0,11.39,21.68,204.07,251.08,72.75,12.79,98.75,137.6,6.84,277.26,38.7,148.8,28.7,22.1,75.8,55.31
Comm_2,House_48,79.54,Prosumer,Energy crops,Miscanthus,Transesterification,Pellets,4.6,10.59,19.15,210.8,408.5,67.34,14.65,64.2,73.53,5.41,216.82,63.22,78.15,27.9,149.2,57.0,47.61
Comm_8,House_11,67.15,Prosumer,Agriculture,Maize stalks,Pelletization,Heat,1.6,15.22,38.0,152.03,251.08,64.43,11.1,196.9,73.53,1.34,130.2,103.41,14.62,24.8,179.4,82.9,56.2
Comm_5,House_31,54.69,Producer,Wood,Sawdust,Gasification,Bioethanol,4.53,17.87,14.68,336.02,251.08,71.76,8.38,38.08,73.53,1.6,120.4,18.3,132.1,20.0,178.6,55.5,46.16
Comm_10,House_41,62.15,Prosumer,Food waste,Kitchen scraps,Combustion,Bioethanol,0.52,15.11,35.5,215.97,198.96,78.4,12.7,194.78,48.14,5.41,10.1,98.0,78.15,35.0,10.1,52.0,65.3
Comm_2,House_23,59.61,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.41,130.2,178.8,94.83,25.2,64.5,60.26,60.98
Comm_4,House_37,50.2,Producer,Wood,Firewood,Gasification,Pellets,2.65,17.13,18.16,397.98,131.8,55.79,2.97,115.6,34.8,5.41,87.13,58.6,78.15,36.1,131.0,63.4,88.2
Comm_4,House_28,79.01,Producer,Wood,Firewood,Transesterification,Bioethanol,2.65,16.58,34.16,215.97,208.32,62.0,7.91,97.2,70.23,8.7,130.2,63.22,78.15,37.0,99.64,57.9,82.56
Comm_3,House_4,50.2,Prosumer,MSW,Organic fraction,Digestion,Biogas,4.7,11.27,22.71,135.94,303.9,56.01,4.4,105.16,73.53,3.55,87.56,44.2,43.78,11.6,99.64,82.1,70.51
Comm_9,House_20,50.2,Producer,Agriculture,Rice husk,Digestion,Electricity,4.28,11.4,24.58,215.97,78.46,84.64,5.8,37.24,100.14,9.64,46.25,35.26,107.18,14.2,180.5,65.3,70.51
Comm_9,House_10,56.74,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,374.07,0.0,0.0,0.0,0.0,5.41,224.41,155.91,78.15,13.6,100.3,88.1,70.51
Comm_6,House_49,50.2,Prosumer,Wood,Sawdust,Digestion,Biodiesel,0.54,18.78,22.71,64.96,257.9,87.35,6.73,145.33,73.53,2.81,50.98,24.74,143.98,13.9,94.3,68.2,70.26
Comm_4,House_42,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,249.8,0.0,0.0,0.0,0.0,3.96,192.93,63.5,72.29,39.7,190.2,44.2,61.55
Comm_2,House_14,58.11,Producer,Agriculture,Sugarcane bagasse,Fermentation,Pellets,2.65,19.12,22.71,215.97,105.89,59.3,9.3,55.16,34.03,8.46,102.12,13.02,41.26,10.9,127.0,69.3,92.93
Comm_7,House_13,68.56,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,6.76,181.75,63.22,99.45,35.5,99.64,39.9,89.81
Comm_3,House_4,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,2.82,130.2,32.66,106.92,27.9,62.6,65.2,75.3
Comm_3,House_2,21.0,Producer,Manure,Poultry litter,Transesterification,Electricity,3.2,18.26,36.65,555.75,251.08,72.75,8.01,105.16,139.0,3.95,98.7,30.9,141.2,24.8,1.1,85.0,46.5
Comm_10,House_29,61.2,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.41,273.5,52.41,13.01,28.8,102.2,81.3,62.42
Comm_5,House_26,53.72,Producer,Manure,Poultry litter,Transesterification,Bioethanol,0.78,18.3,36.4,215.97,230.4,79.46,5.5,105.16,73.53,8.44,201.2,45.6,28.69,24.0,5.1,86.7,44.4
Comm_6,House_41,46.9,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,343.41,0.0,0.0,0.0,0.0,3.84,318.77,37.81,57.1,31.7,112.9,89.8,40.84
Comm_5,House_24,23.92,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,416.28,0.0,0.0,0.0,0.0,8.9,130.1,189.78,99.95,23.9,99.64,36.3,70.51
Comm_9,House_41,59.91,Prosumer,Manure,Poultry litter,Fermentation,Biogas,4.35,18.34,22.71,127.98,251.08,69.67,9.12,51.1,73.53,1.61,279.26,32.68,78.15,25.7,99.64,46.4,56.0
Comm_5,House_43,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,279.8,0.0,0.0,0.0,0.0,5.41,176.71,70.99,64.0,24.8,32.9,85.9,68.78
Comm_2,House_41,65.41,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,1.3,184.44,3.22,21.1,20.7,42.7,61.5,75.99
Comm_2,House_41,33.93,Producer,MSW,Organic fraction,Pelletization,Pellets,1.17,15.11,16.96,215.97,239.98,87.86,2.39,76.61,21.22,5.7,149.6,98.42,118.89,24.8,114.8,87.1,82.5
Comm_7,House_31,56.35,Producer,Agriculture,Sugarcane bagasse,Gasification,Biogas,4.03,15.11,22.15,416.5,251.08,72.75,8.6,106.41,2.9,4.1,141.0,11.79,109.66,24.8,99.64,48.3,56.42
Comm_4,House_23,20.53,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,279.2,0.0,0.0,0.0,0.0,5.7,210.6,81.48,98.77,24.8,148.2,68.6,97.99
Comm_2,House_26,70.2,Producer,Agriculture,Sugarcane bagasse,Transesterification,Heat,2.65,15.11,22.71,566.02,151.62,72.75,6.87,85.26,139.58,2.3,57.49,63.22,103.65,33.3,99.64,62.1,58.84
Comm_6,House_45,44.61,Prosumer,Food waste,Market waste,Digestion,Electricity,2.19,10.7,10.2,215.97,277.1,51.5,10.6,124.72,73.53,4.09,28.21,47.6,107.7,24.8,184.5,78.8,44.1
Comm_5,House_15,74.68,Prosumer,Wood,Firewood,Digestion,Biodiesel,4.5,19.8,22.71,195.0,394.68,51.6,8.01,105.16,44.4,5.41,130.2,17.6,132.64,24.8,108.2,77.0,72.12
Comm_5,House_46,59.8,Prosumer,Manure,Cow dung,Fermentation,Heat,4.99,19.9,13.64,215.97,333.13,66.91,11.9,105.16,73.53,2.5,254.14,30.53,139.49,27.8,133.6,89.3,45.74
Comm_6,House_23,24.39,Producer,Energy crops,Miscanthus,Digestion,Bioethanol,1.2,11.8,11.3,347.0,195.4,89.38,14.35,63.15,138.27,5.41,129.7,86.82,68.12,24.8,190.9,38.8,94.5
Comm_8,House_34,77.37,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,421.37,0.0,0.0,0.0,0.0,4.98,301.6,63.22,110.0,33.1,99.64,60.26,80.56
Comm_10,House_20,61.68,Prosumer,Food waste,Kitchen scraps,Combustion,Biodiesel,0.4,15.11,32.27,93.94,242.6,75.8,9.45,60.1,121.7,7.04,212.35,60.19,84.78,32.8,108.6,60.26,71.51
Comm_1,House_45,50.2,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,416.16,0.0,0.0,0.0,0.0,6.4,130.2,165.42,109.5,38.9,13.8,38.3,70.51
Comm_1,House_34,44.35,Prosumer,MSW,Organic fraction,Pelletization,Pellets,3.69,18.6,22.71,249.6,368.68,72.75,3.45,162.1,73.53,9.81,126.8,63.22,78.04,35.7,99.64,60.3,65.64
Comm_4,House_26,54.3,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,296.65,0.0,0.0,0.0,0.0,5.41,28.3,143.7,78.15,39.7,170.2,50.1,54.0
Comm_8,House_35,78.48,Prosumer,Food waste,Kitchen scraps,Gasification,Syngas,3.2,15.11,22.71,159.4,243.42,89.6,3.01,130.64,66.2,5.7,22.82,18.1,87.54,31.4,21.8,60.26,40.96
Comm_10,House_47,50.2,Prosumer,Energy crops,Miscanthus,Gasification,Heat,3.4,11.76,22.71,135.56,293.03,72.96,2.8,127.1,31.75,7.1,90.7,76.1,125.75,29.4,113.5,60.26,73.6
Comm_3,House_22,46.98,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,316.71,0.0,0.0,0.0,0.0,9.08,75.64,63.22,8.3,18.5,143.4,60.26,74.68
Comm_9,House_5,50.2,Producer,Manure,Poultry litter,Digestion,Heat,2.65,15.11,22.71,346.4,193.39,89.3,9.2,196.8,73.53,5.41,130.2,17.31,139.06,26.2,26.5,60.26,66.27
Comm_7,House_38,37.8,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,247.32,0.0,0.0,0.0,0.0,4.1,119.44,63.22,59.35,13.0,26.5,58.1,70.51
Comm_4,House_1,30.2,Prosumer,Food waste,Market waste,Gasification,Syngas,2.65,18.66,22.71,215.97,453.36,86.2,1.5,160.89,12.2,3.07,130.2,63.22,54.33,21.2,17.2,60.26,70.51
Comm_5,House_50,50.2,Producer,Food waste,Market waste,Pelletization,Pellets,1.9,10.7,22.71,484.3,145.37,68.14,12.36,105.16,73.53,4.88,73.4,60.1,120.83,31.1,51.7,49.7,68.23
Comm_9,House_13,49.88,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,494.66,0.0,0.0,0.0,0.0,2.37,55.24,214.6,114.0,27.5,114.5,60.26,73.17
Comm_7,House_14,41.17,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,420.12,0.0,0.0,0.0,0.0,5.41,147.59,28.41,105.43,14.5,39.8,60.26,72.27
Comm_2,House_50,62.3,Producer,Manure,Poultry litter,Gasification,Bioethanol,2.0,15.11,16.4,456.43,162.43,72.75,10.97,51.3,119.7,8.52,130.2,63.22,78.15,30.9,196.4,33.6,70.51
Comm_6,House_33,69.53,Prosumer,Wood,Wood pellets,Gasification,Pellets,2.65,14.8,28.11,271.66,413.69,50.8,2.96,53.36,29.25,5.41,366.47,7.39,88.8,24.8,15.9,80.2,82.77
Comm_10,House_33,74.74,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,6.4,66.1,1.52,78.15,38.8,154.7,74.2,70.51
Comm_6,House_9,74.8,Prosumer,MSW,Organic fraction,Pelletization,Syngas,2.65,13.14,14.77,215.97,159.88,72.84,10.13,125.27,67.24,7.4,41.65,71.21,126.39,33.3,94.6,63.3,90.82
Comm_3,House_17,66.94,Prosumer,Manure,Cow dung,Pelletization,Heat,2.02,18.68,24.67,215.97,423.85,82.6,8.88,130.19,45.32,6.66,243.9,109.5,31.84,20.5,125.0,80.0,61.46
Comm_8,House_12,50.2,Producer,Energy crops,Switchgrass,Pelletization,Bioethanol,4.77,17.8,32.01,435.37,210.5,88.5,1.85,156.97,34.21,1.8,209.24,59.7,6.73,24.8,99.64,41.7,80.1
Comm_10,House_23,58.88,Prosumer,Manure,Cow dung,Digestion,Biogas,1.4,17.3,30.6,273.37,251.08,58.87,5.81,140.27,73.53,5.41,45.2,0.01,137.15,36.3,21.3,41.1,94.7
Comm_4,House_22,58.3,Producer,Food waste,Kitchen scraps,Gasification,Heat,4.64,13.8,22.71,395.27,109.9,57.84,6.88,158.96,143.21,8.1,130.2,10.14,126.1,18.6,139.3,60.26,58.91
Comm_10,House_48,28.0,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,2.85,130.2,0.11,26.4,24.8,184.3,71.0,70.48
Comm_5,House_25,50.2,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,129.87,0.0,0.0,0.0,0.0,5.41,33.7,63.22,140.3,32.4,20.4,84.2,65.51
Comm_7,House_44,24.6,Producer,MSW,Organic fraction,Transesterification,Syngas,0.4,18.1,32.79,364.96,242.8,72.75,2.3,144.83,42.7,5.41,130.2,63.22,99.59,26.7,68.3,69.1,65.61
Comm_8,House_48,49.71,Prosumer,Wood,Sawdust,Combustion,Biogas,4.2,15.11,17.5,215.97,199.32,81.3,14.29,128.08,53.04,9.19,148.76,63.22,85.84,16.5,99.64,39.4,61.58
Comm_10,House_16,25.2,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,340.6,0.0,0.0,0.0,0.0,3.29,200.18,63.22,108.32,13.8,144.1,60.26,98.46
Comm_8,House_47,50.2,Prosumer,Wood,Firewood,Pelletization,Syngas,2.9,15.11,20.71,189.74,335.84,55.58,6.52,105.16,143.7,5.6,221.57,63.22,149.7,14.4,85.7,31.9,92.79
Comm_4,House_23,50.2,Prosumer,MSW,Organic fraction,Transesterification,Biodiesel,2.36,19.36,13.47,258.46,387.41,68.6,1.5,12.4,68.3,4.15,130.2,7.5,110.49,11.7,99.64,55.4,47.49
